Unique Merchant SKU	Product Name	Product URL	Image URL	Current Price	Stock Availability	Condition	EAN	UPC	ISBN	MPN	Shipping Rate	Original Price	Coupon Code	Coupon Code Description	Manufacturer	Product Description	Product Type	Category	Category ID	Parent SKU	Parent Name	Top Seller Rank	Estimated Ship Date	Gender	Color	Material	Size	Size Unit of Measure	Age Range	Cell Phone Plan Type	Cell Phone Service Provider	Stock Description	Product Launch Date	Product Bullet Point 1	Product Bullet Point 2	Product Bullet Point 3	Product Bullet Point 4	Product Bullet Point 5	Alternative Image URL 1	Alternative Image URL 2	Alternative Image URL 3	Alternative Image URL 4	Alternative Image URL 5	Mobile URL	Related Products	Merchandising Type	Product Weight	Zip Code	Shipping Weight	Weight Unit of Measure	Format	Unit Price	Bundle	Software Platform	Watch Display Type	ProductBid	Text1	Text2	Text3	Numeric1	Numeric2	Numeric3	Money1	Money2	Money3	Currency	Shipping Region	Labels	Promotion
7104156	Can Cans Twas the Night Before Nutcracker	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104156&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-twas-the-night-before-nutcracker-tickets-portland-paris-theatre---portland-12-11-2026%2Fproduction%2F7104156%3Futm_term%3Dproduction-7104156&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104096	Can Cans Twas the Night Before Nutcracker	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104096&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-twas-the-night-before-nutcracker-tickets-portland-paris-theatre---portland-11-20-2026%2Fproduction%2F7104096%3Futm_term%3Dproduction-7104096&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104112	Can Cans Twas the Night Before Nutcracker	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104112&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-twas-the-night-before-nutcracker-tickets-portland-paris-theatre---portland-12-5-2026%2Fproduction%2F7104112%3Futm_term%3Dproduction-7104112&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7402236	Capochino	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7402236&u=https%3A%2F%2Fwww.vividseats.com%2Fcapochino-tickets-portland-the-den---portland-11-6-2026--concerts-dance-electronica%2Fproduction%2F7402236%3Futm_term%3Dproduction-7402236&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/60-dance-electronica/dance-electronica-tickets-1.jpg	56.00														Concert																																							The Den - Portland	Portland	116 SE Yamhill St, Portland, OR 97217	41.50	48.53		56.00	56.00	56.00	USD			
7009565	Carbon Leaf	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7009565&u=https%3A%2F%2Fwww.vividseats.com%2Fcarbon-leaf-tickets-portland-mississippi-studios-10-2-2026--concerts-rock%2Fproduction%2F7009565%3Futm_term%3Dproduction-7009565&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/18-rock/rock-tickets-1.jpg	73.00														Concert																																							Mississippi Studios	Portland	3939 N Mississippi Ave, Portland, OR 97227	54.10	63.26		73.00	73.00	73.00	USD			
6625743	Carin Leon	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6625743&u=https%3A%2F%2Fwww.vividseats.com%2Fcarin-leon-tickets-portland-moda-center-10-9-2026%2Fproduction%2F6625743%3Futm_term%3Dproduction-6625743&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/52-latin-music/latin-music-tickets-1.jpg	72.00														Concert																																							Moda Center	Portland	1 N Center Ct St, Portland, OR 97227	53.36	62.39		153.57	72.00	72.00	USD			
7389255	Cat Clyde	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7389255&u=https%3A%2F%2Fwww.vividseats.com%2Fcat-clyde-tickets-portland-aladdin-theater-12-4-2026%2Fproduction%2F7389255%3Futm_term%3Dproduction-7389255&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/74-alternative/alternative-tickets-1.jpg	133.00														Concert																																							Aladdin Theater	Portland	3017 SE Milwaukie Ave, Portland, OR 97202	98.57	115.25		151.67	133.00	133.00	USD			
7542123	Cat Kid Comic Club - The Musical	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7542123&u=https%3A%2F%2Fwww.vividseats.com%2Fcat-kid-comic-club---the-musical-tickets-ridgefield-ridgefield-playhouse-3-7-2027%2Fproduction%2F7542123%3Futm_term%3Dproduction-7542123&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/23-musical/musical-tickets-1.jpg	222.00														Theater																																							Ridgefield Playhouse	Ridgefield	80 E Ridge Rd, Ridgefield, CT 06877	164.54	192.38		256.83	222.00	222.00	USD			
7542095	Cat Kid Comic Club - The Musical	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7542095&u=https%3A%2F%2Fwww.vividseats.com%2Fcat-kid-comic-club---the-musical-tickets-ridgefield-ridgefield-playhouse-3-7-2027%2Fproduction%2F7542095%3Futm_term%3Dproduction-7542095&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/23-musical/musical-tickets-1.jpg	222.00														Theater																																							Ridgefield Playhouse	Ridgefield	80 E Ridge Rd, Ridgefield, CT 06877	164.54	192.38		256.83	222.00	222.00	USD			
7542095	Cat Kid Comic Club - The Musical	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7542095&u=https%3A%2F%2Fwww.vividseats.com%2Fcat-kid-comic-club---the-musical-tickets-ridgefield-ridgefield-playhouse-3-7-2027%2Fproduction%2F7542095%3Futm_term%3Dproduction-7542095&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/23-musical/musical-tickets-1.jpg	222.00														Theater																																							Ridgefield Playhouse	Ridgefield	80 E Ridge Rd, Ridgefield, CT 06877	164.54	192.38		256.83	222.00	222.00	USD			
7542123	Cat Kid Comic Club - The Musical	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7542123&u=https%3A%2F%2Fwww.vividseats.com%2Fcat-kid-comic-club---the-musical-tickets-ridgefield-ridgefield-playhouse-3-7-2027%2Fproduction%2F7542123%3Futm_term%3Dproduction-7542123&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/23-musical/musical-tickets-1.jpg	222.00														Theater																																							Ridgefield Playhouse	Ridgefield	80 E Ridge Rd, Ridgefield, CT 06877	164.54	192.38		256.83	222.00	222.00	USD			
7117196	Catacombs and Comedians	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7117196&u=https%3A%2F%2Fwww.vividseats.com%2Fcatacombs-and-comedians-tickets-portland-helium-comedy-club---portland-9-20-2026--theater-comedy%2Fproduction%2F7117196%3Futm_term%3Dproduction-7117196&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	48.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	35.58	41.59		59.29	48.00	48.00	USD			
7087614	Catch Your Breath	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7087614&u=https%3A%2F%2Fwww.vividseats.com%2Fcatch-your-breath-tickets-portland-roseland-theater-10-27-2026--concerts-hard-rock%2Fproduction%2F7087614%3Futm_term%3Dproduction-7087614&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/73-hard-rock/hard-rock-tickets-1.jpg	64.00														Concert																																							Roseland Theater	Portland	6 NW 6th Avenue, Portland, OR 97209	47.43	55.46		135.19	64.00	64.00	USD			
6900746	Cavetown	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6900746&u=https%3A%2F%2Fwww.vividseats.com%2Fcavetown-tickets-portland-mcmenamins-crystal-ballroom-10-3-2026%2Fproduction%2F6900746%3Futm_term%3Dproduction-6900746&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/74-alternative/alternative-tickets-1.jpg	79.00														Concert																																							McMenamins Crystal Ballroom	Portland	1332 West Burnside St, Portland, OR 97209	58.55	68.46		113.98	79.00	79.00	USD			
7273254	Cece Winans	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7273254&u=https%3A%2F%2Fwww.vividseats.com%2Fcece-winans-tickets-portland-arlene-schnitzer-concert-hall-12-11-2026%2Fproduction%2F7273254%3Futm_term%3Dproduction-7273254&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/15-rap-hip-hop/rap-hip-hop-tickets-1.jpg	97.00														Concert																																							Arlene Schnitzer Concert Hall	Portland	1037 SW Broadway Dr, Portland, OR 97205	71.89	84.06		262.51	97.00	97.00	USD			
7033564	Chance the Rapper	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7033564&u=https%3A%2F%2Fwww.vividseats.com%2Fchance-the-rapper-tickets-portland-moda-center-9-27-2026--concerts-rap-hip-hop%2Fproduction%2F7033564%3Futm_term%3Dproduction-7033564&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/15-rap-hip-hop/rap-hip-hop-tickets-1.jpg	57.00														Concert																																							Moda Center	Portland	1 N Center Ct St, Portland, OR 97227	42.25	49.39		98.22	57.00	57.00	USD			
7017055	Channel Tres	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7017055&u=https%3A%2F%2Fwww.vividseats.com%2Fchannel-tres-tickets-portland-roseland-theater-10-1-2026%2Fproduction%2F7017055%3Futm_term%3Dproduction-7017055&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/15-rap-hip-hop/rap-hip-hop-tickets-1.jpg	62.00														Concert																																							Roseland Theater	Portland	6 NW 6th Avenue, Portland, OR 97209	45.95	53.73		99.19	62.00	62.00	USD			
7117198	Chaos and Crawlers	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7117198&u=https%3A%2F%2Fwww.vividseats.com%2Fchaos-and-crawlers-tickets-portland-helium-comedy-club---portland-9-21-2026--theater-comedy%2Fproduction%2F7117198%3Futm_term%3Dproduction-7117198&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	48.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	35.58	41.59		66.25	48.00	48.00	USD			
7053216	Charles Wesley Godwin	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7053216&u=https%3A%2F%2Fwww.vividseats.com%2Fcharles-wesley-godwin-tickets-portland-mcmenamins-crystal-ballroom-10-18-2026--concerts-country-and-folk%2Fproduction%2F7053216%3Futm_term%3Dproduction-7053216&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/14-country-folk/country-folk-tickets-1.jpg	76.00														Concert																																							McMenamins Crystal Ballroom	Portland	1332 West Burnside St, Portland, OR 97209	56.33	65.86		91.30	76.00	76.00	USD			
6324546	Charlotte FC at Portland Timbers	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6324546&u=https%3A%2F%2Fwww.vividseats.com%2Fportland-timbers-tickets-providence-park-10-24-2026--sports-mls%2Fproduction%2F6324546%3Futm_term%3Dproduction-6324546&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/87-mls/mls-tickets-1.jpg	41.00														Sport																																							Providence Park	Portland	1844 SW Morrison St., Portland, OR 97205	30.39	35.53		85.23	41.00	41.00	USD			
7431892	Charlotte Hornets at Portland Trail Blazers	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7431892&u=https%3A%2F%2Fwww.vividseats.com%2Fportland-trail-blazers-tickets-moda-center-1-9-2027%2Fproduction%2F7431892%3Futm_term%3Dproduction-7431892&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/3-nba-basketball/nba-basketball-tickets-1.jpg	32.00														Sport																																							Moda Center	Portland	1 N Center Ct St, Portland, OR 97227	23.72	27.73		154.38	32.00	32.00	USD			
7140275	Chat Pile	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7140275&u=https%3A%2F%2Fwww.vividseats.com%2Fchat-pile-tickets-portland-revolution-hall-portland-9-27-2026--concerts-rock%2Fproduction%2F7140275%3Futm_term%3Dproduction-7140275&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/18-rock/rock-tickets-1.jpg	70.00														Concert																																							Revolution Hall Portland	Portland	1300 SE Stark Street #110, Portland, OR 97214	51.88	60.66		73.75	70.00	70.00	USD			
6832198	Cheekface	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6832198&u=https%3A%2F%2Fwww.vividseats.com%2Fcheekface-tickets-portland-hawthorne-theatre-10-15-2026%2Fproduction%2F6832198%3Futm_term%3Dproduction-6832198&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/74-alternative/alternative-tickets-1.jpg	70.00														Concert																																							Hawthorne Theatre	Portland	1507 SE 39th Ave, Portland, OR 97214	51.88	60.66		71.60	70.00	70.00	USD			
7205548	Chelsea Wolfe	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7205548&u=https%3A%2F%2Fwww.vividseats.com%2Fchelsea-wolfe-tickets-portland-roseland-theater-9-20-2026%2Fproduction%2F7205548%3Futm_term%3Dproduction-7205548&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/74-alternative/alternative-tickets-1.jpg	84.00														Concert																																							Roseland Theater	Portland	6 NW 6th Avenue, Portland, OR 97209	62.26	72.79		99.00	84.00	84.00	USD			
7486187	Cherry Poppin Daddies	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7486187&u=https%3A%2F%2Fwww.vividseats.com%2Fcherry-poppin-daddies-tickets-portland-star-theater-portland-10-24-2026%2Fproduction%2F7486187%3Futm_term%3Dproduction-7486187&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/18-rock/rock-tickets-1.jpg	76.00														Concert																																							Star Theater Portland	Portland	13 Northwest 6th Ave, Portland, OR 97209	56.33	65.86		113.19	76.00	76.00	USD			
6915457	Chicago	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6915457&u=https%3A%2F%2Fwww.vividseats.com%2Fchicago---band-tickets-hillsboro-hillsboro-ballpark-9-25-2026%2Fproduction%2F6915457%3Futm_term%3Dproduction-6915457&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/18-rock/rock-tickets-1.jpg	94.00														Concert																																							Hillsboro Ballpark	Hillsboro	4460 NW 229th Ave, Hillsboro, OR 97124	69.67	81.46		105.75	94.00	94.00	USD			
7432142	Chicago Bulls at Portland Trail Blazers	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7432142&u=https%3A%2F%2Fwww.vividseats.com%2Fportland-trail-blazers-tickets-moda-center-2-14-2027%2Fproduction%2F7432142%3Futm_term%3Dproduction-7432142&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/3-nba-basketball/nba-basketball-tickets-1.jpg	27.00														Sport																																							Moda Center	Portland	1 N Center Ct St, Portland, OR 97227	20.01	23.40		138.78	27.00	27.00	USD			
7006516	Choir Choir Choir	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7006516&u=https%3A%2F%2Fwww.vividseats.com%2Fchoir-choir-choir-tickets-portland-revolution-hall-portland-12-6-2026--theater-arts-and-theater%2Fproduction%2F7006516%3Futm_term%3Dproduction-7006516&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	56.00														Theater																																							Revolution Hall Portland	Portland	1300 SE Stark Street #110, Portland, OR 97214	41.50	48.53		121.18	56.00	56.00	USD			
7073138	Chris Klemens	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7073138&u=https%3A%2F%2Fwww.vividseats.com%2Fchris-klemens-tickets-portland-helium-comedy-club---portland-9-22-2026--theater-comedy%2Fproduction%2F7073138%3Futm_term%3Dproduction-7073138&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	64.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	47.43	55.46		64.71	64.00	64.00	USD			
6854093	Chris O Connor	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6854093&u=https%3A%2F%2Fwww.vividseats.com%2Fchris-oconnor-tickets-portland-helium-comedy-club---portland-10-1-2026--theater-comedy%2Fproduction%2F6854093%3Futm_term%3Dproduction-6854093&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	56.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	41.50	48.53		59.88	56.00	56.00	USD			
6854111	Chris O Connor	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6854111&u=https%3A%2F%2Fwww.vividseats.com%2Fchris-oconnor-tickets-portland-helium-comedy-club---portland-10-2-2026--theater-comedy%2Fproduction%2F6854111%3Futm_term%3Dproduction-6854111&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	56.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	41.50	48.53		64.00	56.00	56.00	USD			
6854095	Chris O Connor	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6854095&u=https%3A%2F%2Fwww.vividseats.com%2Fchris-oconnor-tickets-portland-helium-comedy-club---portland-10-1-2026--theater-comedy%2Fproduction%2F6854095%3Futm_term%3Dproduction-6854095&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	65.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	48.17	56.33		65.00	65.00	65.00	USD			
6854115	Chris O Connor	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6854115&u=https%3A%2F%2Fwww.vividseats.com%2Fchris-oconnor-tickets-portland-helium-comedy-club---portland-10-3-2026--theater-comedy%2Fproduction%2F6854115%3Futm_term%3Dproduction-6854115&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	50.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	37.06	43.33		60.13	50.00	50.00	USD			
6854099	Chris O Connor	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6854099&u=https%3A%2F%2Fwww.vividseats.com%2Fchris-oconnor-tickets-portland-helium-comedy-club---portland-10-2-2026--theater-comedy%2Fproduction%2F6854099%3Futm_term%3Dproduction-6854099&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	74.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	54.85	64.13		90.40	74.00	74.00	USD			
7201156	Chris O'Connor	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7201156&u=https%3A%2F%2Fwww.vividseats.com%2Fchris-oconnor-tickets-portland-helium-comedy-club---portland-10-3-2026--theater-comedy%2Fproduction%2F7201156%3Futm_term%3Dproduction-7201156&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	63.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	46.69	54.59		68.43	63.00	63.00	USD			
7039785	Chris Smither	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7039785&u=https%3A%2F%2Fwww.vividseats.com%2Fchris-smither-tickets-portland-alberta-rose-theatre-11-6-2026--concerts-blues-and-jazz%2Fproduction%2F7039785%3Futm_term%3Dproduction-7039785&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/19-blues-jazz/blues-jazz-tickets-1.jpg	60.00														Concert																																							Alberta Rose Theatre	Portland	3000 NE Alberta St, Portland, OR 97211	44.47	51.99		61.75	60.00	60.00	USD			
7439476	Chris Turner	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7439476&u=https%3A%2F%2Fwww.vividseats.com%2Fchris-turner-tickets-portland-helium-comedy-club---portland-11-18-2026%2Fproduction%2F7439476%3Futm_term%3Dproduction-7439476&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	71.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	52.62	61.53		71.00	71.00	71.00	USD			
7170607	Chrissa Sparkles	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7170607&u=https%3A%2F%2Fwww.vividseats.com%2Fchrissa-sparkles-tickets-portland-helium-comedy-club---portland-9-19-2026--theater-comedy%2Fproduction%2F7170607%3Futm_term%3Dproduction-7170607&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	46.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	34.09	39.86		63.57	46.00	46.00	USD			
7350492	Christmas With The Celts	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7350492&u=https%3A%2F%2Fwww.vividseats.com%2Fchristmas-with-the-celts-tickets-ridgefield-ridgefield-playhouse-12-1-2026%2Fproduction%2F7350492%3Futm_term%3Dproduction-7350492&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/10-family/family-tickets-1.jpg	107.00														Theater																																							Ridgefield Playhouse	Ridgefield	80 E Ridge Rd, Ridgefield, CT 06877	79.30	92.72		177.72	107.00	107.00	USD			
7350453	Christmas With The Celts	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7350453&u=https%3A%2F%2Fwww.vividseats.com%2Fchristmas-with-the-celts-tickets-ridgefield-ridgefield-playhouse-12-2-2026%2Fproduction%2F7350453%3Futm_term%3Dproduction-7350453&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/10-family/family-tickets-1.jpg	107.00														Theater																																							Ridgefield Playhouse	Ridgefield	80 E Ridge Rd, Ridgefield, CT 06877	79.30	92.72		173.98	107.00	107.00	USD			
7350453	Christmas With The Celts	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7350453&u=https%3A%2F%2Fwww.vividseats.com%2Fchristmas-with-the-celts-tickets-ridgefield-ridgefield-playhouse-12-2-2026%2Fproduction%2F7350453%3Futm_term%3Dproduction-7350453&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/10-family/family-tickets-1.jpg	107.00														Theater																																							Ridgefield Playhouse	Ridgefield	80 E Ridge Rd, Ridgefield, CT 06877	79.30	92.72		173.98	107.00	107.00	USD			
7350492	Christmas With The Celts	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7350492&u=https%3A%2F%2Fwww.vividseats.com%2Fchristmas-with-the-celts-tickets-ridgefield-ridgefield-playhouse-12-1-2026%2Fproduction%2F7350492%3Futm_term%3Dproduction-7350492&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/10-family/family-tickets-1.jpg	107.00														Theater																																							Ridgefield Playhouse	Ridgefield	80 E Ridge Rd, Ridgefield, CT 06877	79.30	92.72		177.72	107.00	107.00	USD			
7313335	Christopher Titus	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7313335&u=https%3A%2F%2Fwww.vividseats.com%2Fchristopher-titus-tickets-portland-helium-comedy-club---portland-10-16-2026--theater-comedy%2Fproduction%2F7313335%3Futm_term%3Dproduction-7313335&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	70.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	51.88	60.66		73.75	70.00	70.00	USD			
7313339	Christopher Titus	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7313339&u=https%3A%2F%2Fwww.vividseats.com%2Fchristopher-titus-tickets-portland-helium-comedy-club---portland-10-17-2026--theater-comedy%2Fproduction%2F7313339%3Futm_term%3Dproduction-7313339&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	57.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	42.25	49.39		72.25	57.00	57.00	USD			
7313341	Christopher Titus	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7313341&u=https%3A%2F%2Fwww.vividseats.com%2Fchristopher-titus-tickets-portland-helium-comedy-club---portland-10-17-2026--theater-comedy%2Fproduction%2F7313341%3Futm_term%3Dproduction-7313341&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	72.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	53.36	62.39		75.75	72.00	72.00	USD			
7313337	Christopher Titus	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7313337&u=https%3A%2F%2Fwww.vividseats.com%2Fchristopher-titus-tickets-portland-helium-comedy-club---portland-10-16-2026--theater-comedy%2Fproduction%2F7313337%3Futm_term%3Dproduction-7313337&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	70.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	51.88	60.66		73.75	70.00	70.00	USD			
7313343	Christopher Titus	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7313343&u=https%3A%2F%2Fwww.vividseats.com%2Fchristopher-titus-tickets-portland-helium-comedy-club---portland-10-18-2026--theater-comedy%2Fproduction%2F7313343%3Futm_term%3Dproduction-7313343&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	77.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	57.07	66.73		77.00	77.00	77.00	USD			
7458916	Chuy Lizarraga and Julio Preciado	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7458916&u=https%3A%2F%2Fwww.vividseats.com%2Fchuy-lizarraga-tickets-portland-moda-center-10-24-2026%2Fproduction%2F7458916%3Futm_term%3Dproduction-7458916&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/52-latin-music/latin-music-tickets-1.jpg	67.00														Concert																																							Moda Center	Portland	1 N Center Ct St, Portland, OR 97227	49.66	58.06		179.39	67.00	67.00	USD			
7470727	Cirkus Pandemonium - A Dark Fantasy Immersion	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7470727&u=https%3A%2F%2Fwww.vividseats.com%2Fcirkus-pandemonium-tickets-portland-dantes-10-4-2026%2Fproduction%2F7470727%3Futm_term%3Dproduction-7470727&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	49.00														Theater																																							Dantes	Portland	350 West Burnside Street, Portland, OR 97209	36.32	42.46		49.00	49.00	49.00	USD			
